36.6333885193,30.6059093475
48.8638572693,30.3802566528
62.1677742004,30.2090682983
75.4879760742,29.9050827026
88.9589843750,29.7171764374
102.3598175049,29.4394378662
117.4288635254,28.7280864716
37.6189994812,43.3704223633
50.9291305542,43.4070434570
63.3470840454,43.2315521240
75.5779190063,43.0622711182
88.7865142822,43.3345565796
102.1755371094,43.2580871582
115.9921112061,43.0172271729
38.9310607910,55.4810142517
51.3552246094,55.8405876160
63.3330116272,56.0844650269
76.3271942139,56.0912857056
88.7283020020,56.2703475952
101.4250717163,56.2600479126
115.5000381470,56.3833198547
39.6887588501,68.1030120850
51.8266906738,67.9131622314
64.2554321289,67.6989288330
76.1451263428,67.9104843140
88.6284866333,68.1542358398
101.9955291748,68.6511535645
114.1823730469,69.0548782349
41.7823944092,79.6812438965
52.5005722046,79.1289520264
64.7197799683,79.4873962402
76.3833847046,79.7197418213
89.0708541870,80.1814956665
101.4165496826,80.2179031372
114.5517730713,80.9416275024
