506.5899658203,394.3755798340
442.7333374023,394.1133117676
379.1967468262,394.7345275879
315.1566772461,393.9451599121
248.3033142090,392.5621643066
181.2748870850,391.7400817871
113.0306091309,391.9552307129
501.4485778809,329.3198242188
440.5459899902,327.9589233398
378.6501464844,327.4570312500
315.0515441895,325.6245422363
250.6290130615,325.3358154297
187.2124633789,324.7487487793
119.1390304565,322.1391296387
496.0708923340,267.6347961426
437.0290222168,265.8269042969
376.8867797852,264.9577331543
316.0029602051,262.9950561523
254.2828063965,261.9347534180
189.7023468018,260.8129272461
127.3916091919,257.7509155273
492.1608886719,210.6146697998
435.0009765625,207.3545837402
375.8488769531,206.1196746826
316.0131835938,203.0602416992
256.3395385742,202.2122039795
195.6494445801,200.5725860596
132.3099060059,199.0504302979
488.8139038086,154.8046569824
432.6211242676,153.2035369873
375.6000061035,150.7640380859
318.0514221191,148.6552124023
258.6605834961,146.9717864990
199.0976715088,144.6729736328
138.5925445557,140.5863647461
