411.4218444824,293.6768798828
352.9389343262,293.8907775879
295.0747680664,293.8827819824
238.6142272949,293.6619567871
181.1519317627,293.2980346680
124.6575927734,292.9323730469
68.4697036743,292.7035522461
411.5399169922,235.0585021973
353.9808959961,235.0075683594
296.0216064453,235.0074615479
239.4726562500,236.0518188477
181.9652099609,236.1328277588
127.3959045410,236.2251281738
71.3055648804,236.3163452148
411.2911987305,177.5677337646
352.8943176270,178.2611389160
296.1169738770,178.2678070068
238.7319793701,179.5559692383
183.2431793213,180.0350189209
127.6858901978,180.5529785156
73.4026260376,179.9651031494
409.8054809570,121.7764892578
352.7074279785,121.3600082397
295.3298034668,123.3236236572
240.2456970215,122.7880477905
184.8672637939,124.4665756226
130.1730499268,125.1952285767
75.6130294800,125.6822357178
410.1933593750,65.9131469727
352.4983215332,66.4648284912
296.5751953125,67.4488220215
241.8457031250,67.8881607056
185.6445007324,68.5925979614
130.7779846191,70.1974716187
77.7165603638,71.4382476807
